"ID","Technical Area / Program","Intervention","Impl. Partner","Start Date","End Date","Province","District","Sector","Updated Date"
"2168","Gender","Sexual and Reproductive Health and Rights","AEE/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Mwulire","12/2/2016"
"2169","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Nyakaliro","12/4/2016"
"2170","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Nzige","12/4/2016"
"2171","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Kiyombe","12/4/2016"
"2172","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Matimba","12/4/2016"
"2173","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Mimuri","12/4/2016"
"2174","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Mukama","12/4/2016"
"2175","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Nyagatare","12/4/2016"
"2176","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Rwempasha","12/4/2016"
"2177","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Rwimiyaga","12/4/2016"
"2178","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Tabagwe","12/4/2016"
"2179","Gender","Sexual and Reproductive Health and Rights","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Gasange","12/1/2016"
"2180","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Gatsibo","12/4/2016"
"2181","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Gitoki","12/4/2016"
"2182","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Kabarore","12/4/2016"
"2183","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Kageyo","12/4/2016"
"2184","Gender","Sexual and Reproductive Health and Rights","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Kiramuruzi","12/1/2016"
"2185","Gender","Sexual and Reproductive Health and Rights","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Kiziguro","12/1/2016"
"2186","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Muhura","12/4/2016"
"2187","Gender","Sexual and Reproductive Health and Rights","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Murambi","12/1/2016"
"2188","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Ngarama","12/4/2016"
"2189","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Nyagihanga","12/4/2016"
"2190","Gender","Sexual and Reproductive Health and Rights","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Remera","12/1/2016"
"2191","Gender","Sexual and Reproductive Health and Rights","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Rugarama","12/1/2016"
"2192","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Rwimbogo","12/4/2016"
"2193","Gender","Sexual and Reproductive Health and Rights","AEE/Rwanda","N/A","N/A","Eastern Province","Bugesera","Gashora","12/1/2016"
"2194","Gender","Sexual and Reproductive Health and Rights","AEE/Rwanda","N/A","N/A","Eastern Province","Bugesera","Juru","12/1/2016"
"2195","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Kamabuye","12/4/2016"
"2196","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Mareba","12/4/2016"
"2197","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Mayange","12/4/2016"
"2198","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Musenyi","12/4/2016"
"2199","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Mwogo","12/4/2016"
"2200","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Ngeruka","12/4/2016"
"2201","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Ntarama","12/4/2016"
"2202","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Nyamata","12/4/2016"
"2203","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Nyarugenge","12/4/2016"
"2204","Gender","Sexual and Reproductive Health and Rights","AEE/Rwanda","N/A","N/A","Eastern Province","Bugesera","Rilima","12/1/2016"
"2205","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Ruhuha","12/4/2016"
"2206","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Rweru","12/4/2016"
"2207","Gender","Sexual and Reproductive Health and Rights","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Shyara","12/4/2016"
"2208","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2209","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2210","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2211","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2212","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2213","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2214","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2215","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2216","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2217","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2218","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2219","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2220","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2221","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2222","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2223","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2224","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2225","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2226","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2227","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2228","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2229","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2230","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2231","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2232","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2233","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2234","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2235","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2236","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2237","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2238","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2239","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2240","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2241","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2242","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2243","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2244","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2245","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2246","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2247","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2248","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2249","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2250","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2251","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2252","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Gitega","12/5/2016"
"2253","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2254","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2255","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2256","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2257","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2258","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2259","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2260","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2261","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2262","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2263","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2264","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2265","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2266","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2267","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2268","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2269","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2270","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2271","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2272","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2273","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2274","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2275","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2276","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2277","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2278","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2279","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2280","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2281","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2282","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2283","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
"2284","Health","Accompaniment to Facilities for HIV testing","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/5/2016"
