,project,mechanism,shortName,IP,District,OBJECTID,Prov_ID,Province,Dist_ID,id,output_ID,subIR_ID,output,result,partner
265,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Karongi,12,3,Western Province,31,11,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,ISVP
266,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Karongi,12,3,Western Province,31,11,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,ISVP
267,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Karongi,12,3,Western Province,31,11,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ISVP
268,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyabihu,15,3,Western Province,34,14,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",INWA
269,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyabihu,15,3,Western Province,34,14,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
270,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyabihu,15,3,Western Province,34,14,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
271,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyabihu,15,3,Western Province,34,14,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",INWA
272,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyabihu,15,3,Western Province,34,14,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",INWA
273,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyabihu,15,3,Western Province,34,14,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,INWA
274,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyabihu,15,3,Western Province,34,14,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,INWA
275,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyabihu,15,3,Western Province,34,14,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
276,CHAIN Project,Orange Fleshed Sweet Potato Activity (OFSP),OFSP,CIP (International Potato Center),Rubavu,14,3,Western Province,33,13,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,OFSP
277,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyabihu,15,3,Western Province,34,14,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
278,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyabihu,15,3,Western Province,34,14,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
279,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyabihu,15,3,Western Province,34,14,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
280,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyabihu,15,3,Western Province,34,14,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RRSA
281,FTF Project,"Intergrated Improved Livelihoods Program (IILP) - ""Ejo Heza""",IILP,Global Communities,Karongi,12,3,Western Province,31,11,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,IILP
282,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Ngororero,16,3,Western Province,35,15,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
283,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Ngororero,16,3,Western Province,35,15,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
284,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rutsiro,13,3,Western Province,32,12,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,Caritas
285,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rutsiro,13,3,Western Province,32,12,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,Caritas
286,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rutsiro,13,3,Western Province,32,12,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,Caritas
287,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rutsiro,13,3,Western Province,32,12,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,Caritas
288,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rutsiro,13,3,Western Province,32,12,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
289,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rutsiro,13,3,Western Province,32,12,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
290,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rutsiro,13,3,Western Province,32,12,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
291,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rutsiro,13,3,Western Province,32,12,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
292,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rutsiro,13,3,Western Province,32,12,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
293,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rutsiro,13,3,Western Province,32,12,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
294,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rutsiro,13,3,Western Province,32,12,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
295,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rutsiro,13,3,Western Province,32,12,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
296,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rutsiro,13,3,Western Province,32,12,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
297,CHAIN Project,Regional Outreach Addressing AIDS Through Development Strategies III (ROADS III) ,ROADS III,Family Health International (FHI 360),Rusizi,17,3,Western Province,36,16,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",ROADS III
298,CHAIN Project,Regional Outreach Addressing AIDS Through Development Strategies III (ROADS III) ,ROADS III,Family Health International (FHI 360),Rusizi,17,3,Western Province,36,16,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ROADS III
299,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Rutsiro,13,3,Western Province,32,12,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,ISVP
300,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Rutsiro,13,3,Western Province,32,12,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,ISVP
